County,CLASS,Number,Gender,LAT,LONG,,,,,,,,,,,,,,
Kilifi         ,Class 5,20400,Girls,-3.1757320132,39.6866875507,,,,,,,,,,,,,,
Kirinyaga      ,Class 5,7876,Girls,-0.5247462962,37.3198681093,,,,,,,,,,,,,,
Kisii          ,Class 5,21124,Girls,-0.7746037572,34.7747229835,,,,,,,,,,,,,,
Kisumu         ,Class 5,17063,Girls,-0.1694586948,34.835203466,,,,,,,,,,,,,,
Kitui          ,Class 5,21945,Girls,-1.4910385308,38.4069210158,,,,,,,,,,,,,,
Kwale          ,Class 5,11104,Girls,-4.1831495272,39.1904119005,,,,,,,,,,,,,,
Laikipia       ,Class 5,6268,Girls,0.3236041225,36.7717278588,,,,,,,,,,,,,,
Lamu           ,Class 5,1762,Girls,-2.0786825436,40.882860682,,,,,,,,,,,,,,
Machakos       ,Class 5,18131,Girls,-1.2795123066,37.4126760329,,,,,,,,,,,,,,
Makueni        ,Class 5,18135,Girls,-2.1576841001,37.7882455725,,,,,,,,,,,,,,
Mandera        ,Class 5,3832,Girls,3.436469488,40.7388101667,,,,,,,,,,,,,,
Marsabit       ,Class 5,3393,Girls,2.9786587865,37.5695361088,,,,,,,,,,,,,,
Meru           ,Class 5,21458,Girls,0.1667792413,37.7640370542,,,,,,,,,,,,,,
Migori         ,Class 5,20154,Girls,-0.9895368437,34.3633453076,,,,,,,,,,,,,,
Mombasa        ,Class 5,8946,Girls,-4.0212562197,39.6508827026,,,,,,,,,,,,,,
Muranga        ,Class 5,13383,Girls,-0.8095905365,37.0327225233,,,,,,,,,,,,,,
Nairobi        ,Class 5,30775,Girls,-1.2934134703,36.8681892682,,,,,,,,,,,,,,
Nakuru         ,Class 5,27485,Girls,-0.4636754317,36.0784790942,,,,,,,,,,,,,,
Nandi          ,Class 5,15086,Girls,0.1866888869,35.1104876664,,,,,,,,,,,,,,
Narok          ,Class 5,15565,Girls,-1.2547903321,35.5763292139,,,,,,,,,,,,,,
Nyamira        ,Class 5,10038,Girls,-0.6427324001,34.9646595611,,,,,,,,,,,,,,
Nyandarua      ,Class 5,9947,Girls,-0.3220778225,36.482869161,,,,,,,,,,,,,,
Nyeri          ,Class 5,9139,Girls,-0.3429235894,36.9564781346,,,,,,,,,,,,,,
Samburu        ,Class 5,2479,Girls,1.3168546261,37.118394067,,,,,,,,,,,,,,
Siaya          ,Class 5,16742,Girls,-0.0621298886,34.2476417045,,,,,,,,,,,,,,
Taita Taveta   ,Class 5,4288,Girls,-3.4347339937,38.4186020033,,,,,,,,,,,,,,
Tana River     ,Class 5,2944,Girls,-1.5263666043,39.4178692029,,,,,,,,,,,,,,
Tharaka-Nithi  ,Class 5,6854,Girls,-0.2070612179,37.8702972709,,,,,,,,,,,,,,
Trans Nzoia    ,Class 5,15691,Girls,1.0509548086,34.9574199775,,,,,,,,,,,,,,
Turkana        ,Class 5,8502,Girls,3.4248491959,35.4357584553,,,,,,,,,,,,,,
Uasin Gishu    ,Class 5,12917,Girls,0.5260858915,35.3220116672,,,,,,,,,,,,,,
Vihiga         ,Class 5,11588,Girls,0.0762657959,34.7223230361,,,,,,,,,,,,,,
Wajir          ,Class 5,2811,Girls,1.8081376238,40.0349856396,,,,,,,,,,,,,,
West Pokot     ,Class 5,9226,Girls,1.7401061713,35.2438468092,,,,,,,,,,,,,,
Baringo        ,Class 6,9424,Girls,0.6692519803,35.9464653527,,,,,,,,,,,,,,
Bomet          ,Class 6,14657,Girls,-0.7262945834,35.2985975867,,,,,,,,,,,,,,
Bungoma        ,Class 6,34546,Girls,0.7492852396,34.6404608756,,,,,,,,,,,,,,
Busia          ,Class 6,16481,Girls,0.3874436775,34.1936314884,,,,,,,,,,,,,,
Elgeyo Marakwet,Class 6,8228,Girls,0.8022188109,35.5365631474,,,,,,,,,,,,,,
Embu           ,Class 6,8518,Girls,-0.6039743776,37.6265013265,,,,,,,,,,,,,,
Garissa        ,Class 6,4030,Girls,-0.4889103448,40.1992785378,,,,,,,,,,,,,,
Homa Bay       ,Class 6,20481,Girls,-0.5428093942,34.3589968687,,,,,,,,,,,,,,
Isiolo         ,Class 6,2038,Girls,1.0104430775,38.5421531206,,,,,,,,,,,,,,
Kajiado        ,Class 6,9908,Girls,-2.1213835779,36.908842193,,,,,,,,,,,,,,
Kakamega       ,Class 6,36779,Girls,0.403683464,34.744511153,,,,,,,,,,,,,,
Kericho        ,Class 6,14445,Girls,-0.295732906,35.3140700086,,,,,,,,,,,,,,
Kiambu         ,Class 6,21049,Girls,-1.068706066,36.8235642579,,,,,,,,,,,,,,
Kilifi         ,Class 6,19766,Girls,-3.1757320132,39.6866875507,,,,,,,,,,,,,,
Kirinyaga      ,Class 6,8101,Girls,-0.5247462962,37.3198681093,,,,,,,,,,,,,,
Kisii          ,Class 6,20289,Girls,-0.7746037572,34.7747229835,,,,,,,,,,,,,,
Kisumu         ,Class 6,16708,Girls,-0.1694586948,34.835203466,,,,,,,,,,,,,,
Kitui          ,Class 6,21592,Girls,-1.4910385308,38.4069210158,,,,,,,,,,,,,,
Kwale          ,Class 6,10754,Girls,-4.1831495272,39.1904119005,,,,,,,,,,,,,,
Laikipia       ,Class 6,6065,Girls,0.3236041225,36.7717278588,,,,,,,,,,,,,,
Lamu           ,Class 6,1615,Girls,-2.0786825436,40.882860682,,,,,,,,,,,,,,
Machakos       ,Class 6,18759,Girls,-1.2795123066,37.4126760329,,,,,,,,,,,,,,
Makueni        ,Class 6,18396,Girls,-2.1576841001,37.7882455725,,,,,,,,,,,,,,
Mandera        ,Class 6,3241,Girls,3.436469488,40.7388101667,,,,,,,,,,,,,,
Marsabit       ,Class 6,3091,Girls,2.9786587865,37.5695361088,,,,,,,,,,,,,,
Meru           ,Class 6,20474,Girls,0.1667792413,37.7640370542,,,,,,,,,,,,,,
Migori         ,Class 6,19182,Girls,-0.9895368437,34.3633453076,,,,,,,,,,,,,,
Mombasa        ,Class 6,8977,Girls,-4.0212562197,39.6508827026,,,,,,,,,,,,,,
Muranga        ,Class 6,13728,Girls,-0.8095905365,37.0327225233,,,,,,,,,,,,,,
Nairobi        ,Class 6,29669,Girls,-1.2934134703,36.8681892682,,,,,,,,,,,,,,
Nakuru         ,Class 6,27590,Girls,-0.4636754317,36.0784790942,,,,,,,,,,,,,,
Nandi          ,Class 6,14908,Girls,0.1866888869,35.1104876664,,,,,,,,,,,,,,
Narok          ,Class 6,14810,Girls,-1.2547903321,35.5763292139,,,,,,,,,,,,,,
Nyamira        ,Class 6,10054,Girls,-0.6427324001,34.9646595611,,,,,,,,,,,,,,
Nyandarua      ,Class 6,10251,Girls,-0.3220778225,36.482869161,,,,,,,,,,,,,,
Nyeri          ,Class 6,9658,Girls,-0.3429235894,36.9564781346,,,,,,,,,,,,,,
Samburu        ,Class 6,2189,Girls,1.3168546261,37.118394067,,,,,,,,,,,,,,
Siaya          ,Class 6,16406,Girls,-0.0621298886,34.2476417045,,,,,,,,,,,,,,
Taita Taveta   ,Class 6,4314,Girls,-3.4347339937,38.4186020033,,,,,,,,,,,,,,
Tana River     ,Class 6,2672,Girls,-1.5263666043,39.4178692029,,,,,,,,,,,,,,
Tharaka-Nithi  ,Class 6,6594,Girls,-0.2070612179,37.8702972709,,,,,,,,,,,,,,
Trans Nzoia    ,Class 6,15617,Girls,1.0509548086,34.9574199775,,,,,,,,,,,,,,
Turkana        ,Class 6,7155,Girls,3.4248491959,35.4357584553,,,,,,,,,,,,,,
Uasin Gishu    ,Class 6,13211,Girls,0.5260858915,35.3220116672,,,,,,,,,,,,,,
Vihiga         ,Class 6,11368,Girls,0.0762657959,34.7223230361,,,,,,,,,,,,,,
Wajir          ,Class 6,2356,Girls,1.8081376238,40.0349856396,,,,,,,,,,,,,,
West Pokot     ,Class 6,8308,Girls,1.7401061713,35.2438468092,,,,,,,,,,,,,,
Baringo        ,Class 7,9815,Girls,0.6692519803,35.9464653527,,,,,,,,,,,,,,
Bomet          ,Class 7,16342,Girls,-0.7262945834,35.2985975867,,,,,,,,,,,,,,
Bungoma        ,Class 7,34879,Girls,0.7492852396,34.6404608756,,,,,,,,,,,,,,
Busia          ,Class 7,14680,Girls,0.3874436775,34.1936314884,,,,,,,,,,,,,,
Elgeyo Marakwet,Class 7,8700,Girls,0.8022188109,35.5365631474,,,,,,,,,,,,,,
Embu           ,Class 7,8687,Girls,-0.6039743776,37.6265013265,,,,,,,,,,,,,,
Garissa        ,Class 7,3199,Girls,-0.4889103448,40.1992785378,,,,,,,,,,,,,,
Homa Bay       ,Class 7,18030,Girls,-0.5428093942,34.3589968687,,,,,,,,,,,,,,
Isiolo         ,Class 7,1846,Girls,1.0104430775,38.5421531206,,,,,,,,,,,,,,
Kajiado        ,Class 7,8408,Girls,-2.1213835779,36.908842193,,,,,,,,,,,,,,
Kakamega       ,Class 7,33130,Girls,0.403683464,34.744511153,,,,,,,,,,,,,,
Kericho        ,Class 7,15521,Girls,-0.295732906,35.3140700086,,,,,,,,,,,,,,
Kiambu         ,Class 7,21457,Girls,-1.068706066,36.8235642579,,,,,,,,,,,,,,
Kilifi         ,Class 7,18678,Girls,-3.1757320132,39.6866875507,,,,,,,,,,,,,,
Kirinyaga      ,Class 7,8044,Girls,-0.5247462962,37.3198681093,,,,,,,,,,,,,,
Kisii          ,Class 7,20232,Girls,-0.7746037572,34.7747229835,,,,,,,,,,,,,,
Kisumu         ,Class 7,16526,Girls,-0.1694586948,34.835203466,,,,,,,,,,,,,,
Kitui          ,Class 7,21330,Girls,-1.4910385308,38.4069210158,,,,,,,,,,,,,,
Kwale          ,Class 7,9781,Girls,-4.1831495272,39.1904119005,,,,,,,,,,,,,,
Laikipia       ,Class 7,6206,Girls,0.3236041225,36.7717278588,,,,,,,,,,,,,,
Lamu           ,Class 7,1493,Girls,-2.0786825436,40.882860682,,,,,,,,,,,,,,
Machakos       ,Class 7,19329,Girls,-1.2795123066,37.4126760329,,,,,,,,,,,,,,
Makueni        ,Class 7,19220,Girls,-2.1576841001,37.7882455725,,,,,,,,,,,,,,
Mandera        ,Class 7,2622,Girls,3.436469488,40.7388101667,,,,,,,,,,,,,,
Marsabit       ,Class 7,2750,Girls,2.9786587865,37.5695361088,,,,,,,,,,,,,,
Meru           ,Class 7,20228,Girls,0.1667792413,37.7640370542,,,,,,,,,,,,,,
Migori         ,Class 7,17049,Girls,-0.9895368437,34.3633453076,,,,,,,,,,,,,,
Mombasa        ,Class 7,8806,Girls,-4.0212562197,39.6508827026,,,,,,,,,,,,,,
Muranga        ,Class 7,14041,Girls,-0.8095905365,37.0327225233,,,,,,,,,,,,,,
Nairobi        ,Class 7,27761,Girls,-1.2934134703,36.8681892682,,,,,,,,,,,,,,
Nakuru         ,Class 7,27603,Girls,-0.4636754317,36.0784790942,,,,,,,,,,,,,,
Nandi          ,Class 7,14586,Girls,0.1866888869,35.1104876664,,,,,,,,,,,,,,
Narok          ,Class 7,12980,Girls,-1.2547903321,35.5763292139,,,,,,,,,,,,,,
Nyamira        ,Class 7,9722,Girls,-0.6427324001,34.9646595611,,,,,,,,,,,,,,
Nyandarua      ,Class 7,10738,Girls,-0.3220778225,36.482869161,,,,,,,,,,,,,,
Nyeri          ,Class 7,10518,Girls,-0.3429235894,36.9564781346,,,,,,,,,,,,,,
Samburu        ,Class 7,1888,Girls,1.3168546261,37.118394067,,,,,,,,,,,,,,
Siaya          ,Class 7,15636,Girls,-0.0621298886,34.2476417045,,,,,,,,,,,,,,
Taita Taveta   ,Class 7,4520,Girls,-3.4347339937,38.4186020033,,,,,,,,,,,,,,
Tana River     ,Class 7,2465,Girls,-1.5263666043,39.4178692029,,,,,,,,,,,,,,
Tharaka-Nithi  ,Class 7,6203,Girls,-0.2070612179,37.8702972709,,,,,,,,,,,,,,
Trans Nzoia    ,Class 7,15717,Girls,1.0509548086,34.9574199775,,,,,,,,,,,,,,
Turkana        ,Class 7,5987,Girls,3.4248491959,35.4357584553,,,,,,,,,,,,,,
Uasin Gishu    ,Class 7,13452,Girls,0.5260858915,35.3220116672,,,,,,,,,,,,,,
Vihiga         ,Class 7,10342,Girls,0.0762657959,34.7223230361,,,,,,,,,,,,,,
Wajir          ,Class 7,1936,Girls,1.8081376238,40.0349856396,,,,,,,,,,,,,,
West Pokot     ,Class 7,7887,Girls,1.7401061713,35.2438468092,,,,,,,,,,,,,,
Baringo        ,Class 8,7265,Girls,0.6692519803,35.9464653527,,,,,,,,,,,,,,
Bomet          ,Class 8,10983,Girls,-0.7262945834,35.2985975867,,,,,,,,,,,,,,
Bungoma        ,Class 8,19593,Girls,0.7492852396,34.6404608756,,,,,,,,,,,,,,
Busia          ,Class 8,8889,Girls,0.3874436775,34.1936314884,,,,,,,,,,,,,,
Elgeyo Marakwet,Class 8,5950,Girls,0.8022188109,35.5365631474,,,,,,,,,,,,,,
Embu           ,Class 8,6561,Girls,-0.6039743776,37.6265013265,,,,,,,,,,,,,,
Garissa        ,Class 8,2493,Girls,-0.4889103448,40.1992785378,,,,,,,,,,,,,,
Homa Bay       ,Class 8,11827,Girls,-0.5428093942,34.3589968687,,,,,,,,,,,,,,
Isiolo         ,Class 8,1442,Girls,1.0104430775,38.5421531206,,,,,,,,,,,,,,
Kajiado        ,Class 8,7076,Girls,-2.1213835779,36.908842193,,,,,,,,,,,,,,
Kakamega       ,Class 8,22085,Girls,0.403683464,34.744511153,,,,,,,,,,,,,,
Kericho        ,Class 8,12004,Girls,-0.295732906,35.3140700086,,,,,,,,,,,,,,
Kiambu         ,Class 8,20077,Girls,-1.068706066,36.8235642579,,,,,,,,,,,,,,
Kilifi         ,Class 8,14485,Girls,-3.1757320132,39.6866875507,,,,,,,,,,,,,,
Kirinyaga      ,Class 8,6514,Girls,-0.5247462962,37.3198681093,,,,,,,,,,,,,,
Kisii          ,Class 8,13499,Girls,-0.7746037572,34.7747229835,,,,,,,,,,,,,,
Kisumu         ,Class 8,11499,Girls,-0.1694586948,34.835203466,,,,,,,,,,,,,,
Kitui          ,Class 8,17780,Girls,-1.4910385308,38.4069210158,,,,,,,,,,,,,,
Kwale          ,Class 8,7510,Girls,-4.1831495272,39.1904119005,,,,,,,,,,,,,,
Laikipia       ,Class 8,5323,Girls,0.3236041225,36.7717278588,,,,,,,,,,,,,,
Lamu           ,Class 8,1233,Girls,-2.0786825436,40.882860682,,,,,,,,,,,,,,
Machakos       ,Class 8,15311,Girls,-1.2795123066,37.4126760329,,,,,,,,,,,,,,
Makueni        ,Class 8,15150,Girls,-2.1576841001,37.7882455725,,,,,,,,,,,,,,
Mandera        ,Class 8,1584,Girls,3.436469488,40.7388101667,,,,,,,,,,,,,,
Marsabit       ,Class 8,1650,Girls,2.9786587865,37.5695361088,,,,,,,,,,,,,,
Meru           ,Class 8,15012,Girls,0.1667792413,37.7640370542,,,,,,,,,,,,,,
Migori         ,Class 8,11098,Girls,-0.9895368437,34.3633453076,,,,,,,,,,,,,,
Mombasa        ,Class 8,8499,Girls,-4.0212562197,39.6508827026,,,,,,,,,,,,,,
Muranga        ,Class 8,11810,Girls,-0.8095905365,37.0327225233,,,,,,,,,,,,,,
Nairobi        ,Class 8,24960,Girls,-1.2934134703,36.8681892682,,,,,,,,,,,,,,
Nakuru         ,Class 8,22675,Girls,-0.4636754317,36.0784790942,,,,,,,,,,,,,,
Nandi          ,Class 8,10633,Girls,0.1866888869,35.1104876664,,,,,,,,,,,,,,
Narok          ,Class 8,7312,Girls,-1.2547903321,35.5763292139,,,,,,,,,,,,,,
Nyamira        ,Class 8,7262,Girls,-0.6427324001,34.9646595611,,,,,,,,,,,,,,
Nyandarua      ,Class 8,9486,Girls,-0.3220778225,36.482869161,,,,,,,,,,,,,,
Nyeri          ,Class 8,9550,Girls,-0.3429235894,36.9564781346,,,,,,,,,,,,,,
Samburu        ,Class 8,1385,Girls,1.3168546261,37.118394067,,,,,,,,,,,,,,
Siaya          ,Class 8,10828,Girls,-0.0621298886,34.2476417045,,,,,,,,,,,,,,
Taita Taveta   ,Class 8,4205,Girls,-3.4347339937,38.4186020033,,,,,,,,,,,,,,
Tana River     ,Class 8,1838,Girls,-1.5263666043,39.4178692029,,,,,,,,,,,,,,
Tharaka-Nithi  ,Class 8,4681,Girls,-0.2070612179,37.8702972709,,,,,,,,,,,,,,
Trans Nzoia    ,Class 8,9909,Girls,1.0509548086,34.9574199775,,,,,,,,,,,,,,
Turkana        ,Class 8,3175,Girls,3.4248491959,35.4357584553,,,,,,,,,,,,,,
Uasin Gishu    ,Class 8,9968,Girls,0.5260858915,35.3220116672,,,,,,,,,,,,,,
Vihiga         ,Class 8,8032,Girls,0.0762657959,34.7223230361,,,,,,,,,,,,,,
Wajir          ,Class 8,1505,Girls,1.8081376238,40.0349856396,,,,,,,,,,,,,,
West Pokot     ,Class 8,4503,Girls,1.7401061713,35.2438468092,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Filter,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,Boys,,,,,,,,Girls,,,,,,,,Total Result
County,Latitude,Longitude,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Class 7,Class 8,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Class 7,Class 8,
Baringo        ,0.6692519803,35.9464653527,10356,9431,9313,10201,9383,9551,9865,7484,9281,8555,8681,9551,9188,9424,9815,7265,147344
Bomet          ,-0.7262945834,35.2985975867,16480,15837,15648,15747,14507,14450,15725,10872,15313,14553,14780,14865,14557,14657,16342,10983,235316
Bungoma        ,0.7492852396,34.6404608756,33985,33855,34695,34749,33876,34084,33430,19176,34329,34135,34414,35206,34410,34546,34879,19593,519362
Busia          ,0.3874436775,34.1936314884,18613,17737,17574,17235,16427,15802,14241,9169,18428,17653,17200,17729,17150,16481,14680,8889,255008
Elgeyo Marakwet,0.8022188109,35.5365631474,8071,7664,7519,7856,7599,8041,8064,5662,7496,7255,7233,7698,7583,8228,8700,5950,120619
Embu           ,-0.6039743776,37.6265013265,7815,7950,8110,8352,8084,7833,7659,6002,7148,7119,7487,7874,8042,8518,8687,6561,123241
Garissa        ,-0.4889103448,40.1992785378,15781,14085,11887,8679,7439,7106,5759,5025,11744,9917,7837,5133,4389,4030,3199,2493,124503
Homa Bay       ,-0.5428093942,34.3589968687,22084,22183,21831,22171,21712,21112,19325,13538,21892,21700,21946,21706,20957,20481,18030,11827,322495
Isiolo         ,1.0104430775,38.5421531206,2989,2635,2506,2298,2165,2060,2048,1514,2878,2482,2430,2398,2234,2038,1846,1442,35963
Kajiado        ,-2.1213835779,36.908842193,10851,10762,10925,11492,10327,9572,8807,7540,10588,10285,10635,10916,9972,9908,8408,7076,158064
Kakamega       ,0.403683464,34.744511153,39007,38554,38719,37948,35862,34387,30843,20126,38572,38121,37398,38537,37039,36779,33130,22085,557107
Kericho        ,-0.295732906,35.3140700086,16138,15688,15383,15612,14718,14662,15008,11618,14966,14785,14579,15059,14724,14445,15521,12004,234910
Kiambu         ,-1.068706066,36.8235642579,19582,19802,20452,21709,21372,21223,20901,19498,18751,19282,19882,20866,20867,21049,21457,20077,326770
Kilifi         ,-3.1757320132,39.6866875507,21029,20031,20257,21199,20019,19547,19044,15715,19667,19788,19681,20701,20400,19766,18678,14485,310007
Kirinyaga      ,-0.5247462962,37.3198681093,7057,7013,7177,7722,7717,7814,7651,6117,6448,6628,6792,7680,7876,8101,8044,6514,116351
Kisii          ,-0.7746037572,34.7747229835,22266,21425,21623,21983,20617,20218,19723,13362,21503,20925,20643,21650,21124,20289,20232,13499,321082
Kisumu         ,-0.1694586948,34.835203466,18220,17512,17614,17464,16470,16349,16476,11278,17860,17638,17256,17817,17063,16708,16526,11499,263750
Kitui          ,-1.4910385308,38.4069210158,24323,23013,23230,23981,22465,21000,20236,16851,23200,21412,21133,22531,21945,21592,21330,17780,346022
Kwale          ,-4.1831495272,39.1904119005,13915,12533,12173,12017,11180,10556,10431,7906,13086,11893,11531,11796,11104,10754,9781,7510,178166
Laikipia       ,0.3236041225,36.7717278588,6479,6468,6568,6593,6254,6322,6244,5399,6190,6183,6299,6163,6268,6065,6206,5323,99024
Lamu           ,-2.0786825436,40.882860682,2267,1960,1780,1912,1704,1606,1578,1248,1939,1751,1806,1762,1762,1615,1493,1233,27416
Machakos       ,-1.2795123066,37.4126760329,18818,18571,18987,20201,18955,18700,18867,15087,17703,16904,17112,18527,18131,18759,19329,15311,289962
Makueni        ,-2.1576841001,37.7882455725,19147,17621,17434,19591,18984,18421,18362,14381,17482,16319,16206,18017,18135,18396,19220,15150,282866
Mandera        ,3.436469488,40.7388101667,10761,9625,9154,7681,6833,5843,5063,3163,6446,5762,5395,4560,3832,3241,2622,1584,91565
Marsabit       ,2.9786587865,37.5695361088,5239,4618,4409,4188,3657,3507,3171,2214,4785,4313,3955,4071,3393,3091,2750,1650,59011
Meru           ,0.1667792413,37.7640370542,24920,23079,22840,22342,20550,18959,17706,12749,24044,22459,21856,22508,21458,20474,20228,15012,331184
Migori         ,-0.9895368437,34.3633453076,21378,21210,21210,21455,20205,19569,18738,12379,21165,21292,20826,21021,20154,19182,17049,11098,307931
Mombasa        ,-4.0212562197,39.6508827026,8517,8686,9049,9073,9007,8746,8920,8359,8555,8767,8828,9030,8946,8977,8806,8499,140765
Muranga        ,-0.8095905365,37.0327225233,13073,12667,12523,13948,13739,14284,14144,12091,12029,11758,11960,13025,13383,13728,14041,11810,208203
Nairobi        ,-1.2934134703,36.8681892682,30231,30329,30921,31160,30106,28283,25784,22996,30895,30730,31920,32234,30775,29669,27761,24960,468754
Nakuru         ,-0.4636754317,36.0784790942,29052,28577,28557,29005,28110,27362,27097,22340,27163,27396,27469,28338,27485,27590,27603,22675,435819
Nandi          ,0.1866888869,35.1104876664,16667,16105,15785,16637,14788,14524,13918,9965,15717,15334,14972,15912,15086,14908,14586,10633,235537
Narok          ,-1.2547903321,35.5763292139,19795,18712,18559,17950,16403,15496,14364,9107,18075,17002,17003,17080,15565,14810,12980,7312,250213
Nyamira        ,-0.6427324001,34.9646595611,10379,9746,9754,10378,9920,9706,9526,7056,10060,9693,9523,10436,10038,10054,9722,7262,153253
Nyandarua      ,-0.3220778225,36.482869161,9257,9344,9716,10241,10469,10216,10370,9348,8403,8768,9258,9615,9947,10251,10738,9486,155427
Nyeri          ,-0.3429235894,36.9564781346,8631,8297,8960,9225,9915,10306,10065,9804,7746,8110,8187,8727,9139,9658,10518,9550,146838
Samburu        ,1.3168546261,37.118394067,4524,3882,3943,3572,3119,2725,2594,1917,3871,3436,3486,3000,2479,2189,1888,1385,48010
Siaya          ,-0.0621298886,34.2476417045,18293,17424,17231,17309,16613,15981,14964,10778,17788,17157,16705,17286,16742,16406,15636,10828,257141
Taita Taveta   ,-3.4347339937,38.4186020033,4492,4415,4414,4443,4508,4335,4629,4103,4193,4067,4223,4291,4288,4314,4520,4205,69440
Tana River     ,-1.5263666043,39.4178692029,4347,3612,3721,3507,3092,2761,2881,2014,3924,3480,3192,3218,2944,2672,2465,1838,49668
Tharaka-Nithi  ,-0.2070612179,37.8702972709,7073,6341,6464,6758,6633,6309,5847,4409,6704,6073,6264,6846,6854,6594,6203,4681,100053
Trans Nzoia    ,1.0509548086,34.9574199775,16326,16307,16223,16669,15316,15040,14664,9332,16225,16108,16038,16343,15691,15617,15717,9909,241525
Turkana        ,3.4248491959,35.4357584553,26444,19951,17556,14431,11975,11169,9652,5031,22406,16667,14144,11337,8502,7155,5987,3175,205582
Uasin Gishu    ,0.5260858915,35.3220116672,12407,12558,12506,13133,12769,12824,12793,9584,12087,12171,12148,12801,12917,13211,13452,9968,197329
Vihiga         ,0.0762657959,34.7223230361,12679,12286,11761,11811,11016,10528,9090,6646,12358,11816,11657,11980,11588,11368,10342,8032,174958
Wajir          ,1.8081376238,40.0349856396,7648,6776,6034,5087,4337,3719,3240,2916,5475,4744,4283,3365,2811,2356,1936,1505,66232
West Pokot     ,1.7401061713,35.2438468092,14725,13015,11785,11201,9549,8768,8672,5081,13864,12467,11435,10474,9226,8308,7887,4503,160960
Total Result,,,712131,679892,674480,677916,640465,621376,598179,447950,670442,644853,637688,651680,628163,618452,600970,446109,9950746
