address,city,country,state,name,lon,lat
15 West Eighth Ave,Vancouver,CAN,BC,33 Acres Brewing,-123.105343,49.263792
1488 Adanac St,Vancouver,CAN,BC,Bomber Brewing,-123.074373,49.277602
1441 Cartwright St,Vancouver,CAN,BC,Granville Island Brewing,-123.1355,49.27031
1357 Powell St,Vancouver,CAN,BC,Powell Street Craft Brewery,-123.075884,49.283328
1351 Adanac St,Vancouver,CAN,BC,Off The Rail Brewing Co,-123.076449,49.277645
1346 Water St,Kelowna,CAN,BC,Tree Brewing Beer Institute,-119.496853,49.89044
1345 Clark Dr,Vancouver,CAN,BC,Strange Fellows Brewing Co,-123.077291,49.27274
1319 Third Ave,New Westminster,CAN,BC,Steel & Oak Brewing Co,-122.927406,49.20192
1253 Johnston St,Vancouver,CAN,BC,Docside Brewing,-123.13191,49.26954
1220 Erickson St,Creston,CAN,BC,Columbia Brewing,-116.51343,49.08824
1160 Fifth Ave,Valemont,CAN,BC,Three Ranges Brewing Co,-119.263396,52.832092
11411 Bridgeview Dr,Surrey,CAN,BC,Central City Brewing + Distilling,-122.861985,49.211802
114-3191 Thunderbird Crescent,Burnaby,CAN,BC,Dageraad Brewing,-122.921048,49.255947
1125 Richter St,Kelowna,CAN,BC,Granville Island Brewing,-119.48847,49.89496
11224 Horseshoe Way,Richmond,CAN,BC,Fuggles & Warlock Craftworks,-123.095858,49.12948
1111 Mainland St,Vancouver,CAN,BC,Yaletown Brewing,-123.1207,49.27546
1083 Richter St,Kelowna,CAN,BC,Fireweed Brewing Corp,-119.48848,49.89579
1083 Richter St,Kelowna,CAN,BC,Tree Brewing,-119.48848,49.89579
1053 Stewart Rd,Gibsons,CAN,BC,Persephone Brewing Co,-123.512903,49.397854
1045 Millar Creek Road,Whistler,CAN,BC,Whistler Brewing Co,-123.039143,50.08802
102-450 Hillside Ave,Victoria,CAN,BC,Driftwood Brewery,-123.37424,48.43683
1015 Marine Dr,North Vancouver,CAN,BC,Red Truck Beer Co,-123.10233,49.32382
1-2817 Murray St,Port Moody,CAN,BC,Yellow Dog Brewing,-122.848616,49.278635
#4 - 7965 Venture Place,Chilliwack,CAN,BC,Old Yale Brewing,-122.00131,49.14557
#3 3051 Underhill Ave,Burnaby,CAN,BC,Burnaby Brewing,-122.9277,49.25665
#202 - 13018 80th Ave,Surrey,CAN,BC,Russell Brewing,-122.86176,49.14818
#20-1425 Cariboo Place,Kamloops,CAN,BC,B.A. Brewmaster,-120.36688,50.65867
#2 - 940 Old Victoria Road,Nanaimo,CAN,BC,Fat Cat Brewery,-123.9317,49.14175
#180 - 14200 Entertainment Blvd,Richmond,CAN,BC,Big River Brewing,-123.06531,49.13456
#124 - 948 McCurdy Road,Kelowna,CAN,BC,Freddies Brewpub,-119.40518,49.90118
#112 - 1475 Fairview Road,Penticton,CAN,BC,Cannery Brewing,-119.59319,49.48251
3275 McCallum Road,Abbotsford,CAN,BC,Clearbrook Brewing BOP,-122.292776,49.061292
1227 Morelos y Obregon,San Jose Del Cabo,MEX,BS,Baja Brewing Co,-109.696503,23.062819
801 Embarcadero,Morro Bay,USA,CA,Libertine Pub,-120.85356,35.36589
West MacArthur Blvd,Oakland,USA,CA,Blue Oak Brewing Co,-122.27735,37.82832
W Grand Ave,Escondido,USA,CA,Taproot Brewing,-117.08737,33.11872
Rialto CA,Plan,USA,CA,Highlanders Brewing,-117.36944,34.10639
PO Box 121,Hydesville,USA,CA,Heatherdowns Brewery,-124.08706,40.54536
Los Angeles,,USA,CA,Anheuser-Busch,-118.2381,34.0629
Garberville CA,Plan,USA,CA,Redwood Brewing,-123.7956,40.10394
Fulton,,USA,CA,Moonlight Brewing,-122.7743,38.4917
Encino,,USA,CA,Golden State Brewing Company,-118.50126,34.16315
Carmel,,USA,CA,Chau Tien USA,-121.8395,36.4478
Blvd. Morelos #750,Tec,USA,CA,Cervecería Mexicana,-116.616158,32.574255
9962 Prospect Ave - Ste E,Santee,USA,CA,Butcher's Brewing Taproom,-116.97963,32.83208
995-H Detroit Ave,Concord,USA,CA,Sinergi Brewery,-122.02854,37.95161
9909 Hibert St,San Diego,USA,CA,Urban Jungle Brewing,-117.11195,32.91382
9900 Greenback Lane,Fol,USA,CA,Sudwerk Riverside,-121.17839,38.68357
9879-F Hibert St,San Diego,USA,CA,O'Sullivan Brothers Brewing,-117.11277,32.91331
9860 Indiana Ave #8,Riverside,USA,CA,Thompson Brewing,-117.44831,33.91018
9835 Carroll Centre Rd #108,San Diego,USA,CA,Intergalactic Brewing,-117.12048,32.89875
981 Airway Court,Santa Rosa,USA,CA,Cooperage Brewing,-122.73547,38.47527
980 Park Center Dr - Suite A,Vista,USA,CA,Belching Beaver Brewery,-117.22854,33.14504
9757 Seventh St #802,Rancho Cucamonga,USA,CA,Hamilton Family Brewery,-117.59189,34.08804
975-E Detroit Ave,Concord,USA,CA,Ale Industries,-122.02823,37.95128
9675 Scranton Road,San Diego,USA,CA,Karl Strauss Brewery Gardens,-117.20286,32.89592
9659 Main St,Plymouth,USA,CA,Amador Brewing,-120.84344,38.48235
9640B Mission Gorge Rd,Santee,USA,CA,Medieval Brew,-116.98714,32.83877
9565 Crossroads Dr,Redding,USA,CA,Wildcard Brewing Co,-122.29728,40.56586
9550 Distribution Ave,San Diego,USA,CA,Saint Archer Brewing,-117.1631,32.88049
954 Villa St,Mountain View,USA,CA,Tied House Brewery,-122.08073,37.39451
950 Orcutt Rd,San Luis Obispo,USA,CA,Bang the Drum Brewery,-120.64552,35.26179
95 Prescott Ave,Monterey,USA,CA,Cannery Row Brewing Co,-121.90105,36.6156
95 Linden Street - Suite 8,Hayward,USA,CA,Dying Vines,-122.06892,37.68304
95 Linden St #7/8,Oakland,USA,CA,Linden Street Brewery,-122.28751,37.79937
9495 Candida St,San Diego,USA,CA,White Labs Brewing,-117.12142,32.89581
945 West Second St,Ch,USA,CA,Butte Creek Brewing,-121.84823,39.72462
9368 Cabot Dr,San Diego,USA,CA,AleSmith Brewing,-117.14408,32.89156
935 Washington St,San Carlos,USA,CA,Devil's Canyon Brewing Co,-122.24379,37.49852
9348-H Deschutes Rd,Anderson,USA,CA,California Brewing Company,-122.24302,40.46791
9348-H Deschutes Rd,Palo Cedro,USA,CA,California Brewing Co,-122.24302,40.46791
932 Parker St,Berkeley,USA,CA,The Rare Barrel,-122.29202,37.85867
925 Blossom Hill Rd,San Jose,USA,CA,BJ's Restaurant and Brewery,-121.86342,37.25046
9237 Laguna Springs Dr,Elk Grove,USA,CA,BJ's Restaurant and Brewhouse,-121.39735,38.42066
920 Franklin Ave,Lemoore,USA,CA,Spuds Rest. & Brew Pub,-119.89105,36.26323
919-A Calle Amanecer,San Clemente,USA,CA,Artifex Brewing,-117.60559,33.44935
9183 Survey Rd #104,Elk Grove,USA,CA,Handcraft Brewing,-121.35863,38.37578
912 Lootens Place,San Rafael,USA,CA,Mount Tam Brew House,-122.5259,37.97211
9110 Union Park Way,Elk Grove,USA,CA,Tilted Mash Brewing,-121.36187,38.38639
906 Washington St,Oakland,USA,CA,Pacific Coast Brewing,-122.27457,37.80145
9037 Arrow Route #170,Rancho Cucamonga,USA,CA,No Clue Craft Brewery,-117.60769,34.09931
903 Island Ave,San Diego,USA,CA,Half Door Brewing,-117.15626,32.71024
902 Main St,Napa,USA,CA,Downtown Joe's Brewery & Restaurant,-122.28495,38.29856
901 Gilman St,Berkeley,USA,CA,Pyramid Alehouse,-122.30028,37.87959
901 Bevins St,Lakeport,USA,CA,O'Meara Brothers Brewing,-122.92483,39.03564
9000-A Windsor Road,Windsor,USA,CA,Old Redwood Brewing Co,-122.81667,38.54751
8980 Villa La Jolla Dr,La Jolla,USA,CA,Rock Bottom Restaurant & Brewery,-117.2339,32.87135
8942-E Greenback Lane,Orangevale,USA,CA,Bradley's Brewing,-121.22402,38.67726
8920 Kenamar Dr #210,San Diego,USA,CA,Duck Foot Brewing,-117.15618,32.88522
8830 Rehco Rd,San Diego,USA,CA,Rough Draft Brewing,-117.17112,32.88365
881 Innes Ave,San Francisco,USA,CA,Albion Castle Brewery & Caves,-122.37538,37.73166
871 Showroom Place #102,Chula Vista,USA,CA,Brew House at East Lake,-116.955,32.65244
871 Showroom Pl Ste 102,Chula Vista,USA,CA,Bay Bridge Brewing,-116.95374,32.65188
8684-B Avenida de la Fuente,San Diego,USA,CA,Border X Brewing Co,-116.9568,32.55664
8680 Miralani Dr,San Diego,USA,CA,2kids Brewing,-117.13747,32.89612
8680 Miralani Dr,San Diego,USA,CA,Pacific Brewing,-117.13733,32.89661
866 57th St,Sacramento,USA,CA,Twelve Rounds Brewing,-121.43354,38.56603
8655-A Production Ave,San Diego,USA,CA,32 North Brewing Co,-117.16485,32.88278
855 Main St,Pleasanton,USA,CA,Handles Gastropub,-121.87426,37.6645
8524 Old River Road,Bakersfield,USA,CA,Old River Brew Company,-119.1098,35.27781
8420 Amelia St,Oakland,USA,CA,Federation Brewing,-122.18704,37.74964
8385 Miramar Mall #206,San Diego,USA,CA,Airdale Brewing,-117.18174,32.87895
8345 Main St,Mokelumne Hill,USA,CA,Double Springs Brewing,-120.70591,38.30118
834 Divisadero St,San Francisco,USA,CA,Barrel Head Brewpub,-122.43815,37.77745
830 Traction Ave,Los Angeles,USA,CA,Arts District Brewing,-118.23534,34.04458
830 Main St,Pleasanton,USA,CA,Pleasanton Main St Brewery,-121.87411,37.66441
8280-A Mira Mesa Blvd,San Diego,USA,CA,Callahan's Pub & Brewery,-117.14558,32.91274
828 Prospect St,La Jolla,USA,CA,Fat Cat Beer Co,-117.27673,32.84588
8262 Clairemont Mesa Blvd,San Diego,USA,CA,Societe Brewing,-117.14616,32.83386
826 East Traction Ave,Los Angeles,USA,CA,Traction Avenue Brewpub,-118.23544,34.04463
8251 Alpine Ave,Sacramento,USA,CA,New Glory Craft Brewery,-121.40216,38.53601
823 Clement St,San Francisco,USA,CA,Pizza Orgasmica and Brewing,-122.46815,37.78276
821 L St - Suite B,Modesto,USA,CA,St. Stan's Brewery Pub and Restaurant,-121.00417,37.64168
821 Cornwall St,Cambria,USA,CA,Cambria Beer Co,-121.09846,35.56667
8179 Center St,La Mesa,USA,CA,Bolt Brewery,-117.02045,32.77191
8166 14th Ave,Sacramento,USA,CA,Device Brewing,-121.40662,38.53947
816 Vallejo St,Napa,USA,CA,St. Clair Brown Winery & Brewery,-122.28614,38.30504
81 Goldstone Road,Fort Irwin,USA,CA,Reggie's Restaurant & Brewery,-116.71063,35.2629
805 West Grand Ave,Grover Beach,USA,CA,Fusion Brewery,-120.62126,35.12181
805 16th St,San Diego,USA,CA,Monkey Paw Pub & Brewery,-117.14948,32.71373
801 14th St,Sacramento,USA,CA,Brew It Up! Personal Brewery & Grill,-121.48697,38.58095
798 Elizabeth St,San Francisco,USA,CA,Elizabeth Street Brewery,-122.43855,37.75185
7955 Silverton Ave #1201,San Diego,USA,CA,Hess Brewing,-117.14958,32.89067
77917 Wildcat Dr,Palm Desert,USA,CA,La Quinta Brewing Co,-116.30533,33.76474
777 The Alameda,San Jose,USA,CA,Mission Creek Brewing,-121.90522,37.33181
777 East Olive Ave,Fresno,USA,CA,Sequoia Brewing #1,-119.80228,36.75767
7705 Convoy Court,San Diego,USA,CA,Council Brewing,-117.15436,32.83474
7704 A Bell Road,Windsor,USA,CA,St. Florian's Brewery,-122.80335,38.53677
7692 North Fork Road,East Highlands,USA,CA,Ritual Brewing,-117.15418,34.1137
768 North Twin Oaks Valley Road,San Marcos,USA,CA,Ebullition Brew Works,-117.16165,33.15212
765 Center Blvd,Fairfax,USA,CA,Iron Springs Pub & Brewery,-122.5855,37.98667
7631 Woodwind Dr,Huntington Beach,USA,CA,Beach City Brewery,-117.9954,33.7045
761 Pine St,San Francisco,USA,CA,Pine Street Brewery,-122.40818,37.79118
7536 Fay Ave,La Jolla,USA,CA,La Jolla Brew House,-117.2739,32.84079
7502 Haven Ave,Rancho Cucamonga,USA,CA,Mount Baldy Brewing Co,-117.576,34.11992
750 West Napa St,Sonoma,USA,CA,Sonoma Springs Brewing Co,-122.47349,38.29345
75 Bost St,Nevada City,USA,CA,Nevada City Brewing,-121.02153,39.25008
746 Broadway St,Fresno,USA,CA,Tioga-Sequoia Brewing,-119.78848,36.73091
741 Plumas St,Yuba City,USA,CA,Happy Viking Sports Club & Eatery,-121.61682,39.13868
7408 Trade St,San Diego,USA,CA,Division 23 Brewing,-117.1629,32.89034
738 South Los Angeles St #701,Los Angeles,USA,CA,Los Angeles Ale Works,-118.25121,34.04205
735 West Lancaster Blvd,Lancaster,USA,CA,Kinetic Brewing,-118.14323,34.69776
7326 East Hwy 140,Merced,USA,CA,Red Rock Winery & Brewery,-120.35514,37.29586
725 Fourth St,Santa Rosa,USA,CA,Russian River Brewing,-122.71192,38.44137
7242 Heil Ave,Huntington Beach,USA,CA,Brewbakers,-118.00164,33.72286
724 Main St,Susanville,USA,CA,Lassen Ale Works at the Pioneer Saloon,-120.66104,40.41811
7220 Toro Creek Rd,Morro Bay,USA,CA,Toro Creek Brewing Co,-120.80948,35.45292
721 Nevada St #401,Redlands,USA,CA,Escape Craft Brewery,-117.21821,34.06135
721 Nevada St #401,Redlands,USA,CA,Escape Craft Brewery,-117.21821,34.06135
721 Grand Ave,Pacific Beach,USA,CA,Pacific Beach Ale House,-117.25531,32.79423
721 Grand Ave,San Diego,USA,CA,Pacific Beach Ale House,-117.25544,32.79444
71800 Highway 111 #A-176,Rancho Mirage,USA,CA,Babe's Bar-B-Que and Brewery,-116.41231,33.7414
717 Dunn Way,Placentia,USA,CA,The Bruery,-117.88002,33.86138
7123 Arlington Ave,Riverside,USA,CA,Area 51 Craft Brewery,-117.45121,33.94589
711 Pleasant Grove Boulevard,Roseville,USA,CA,Mary's Pizza Shack,-121.27923,38.79192
7105 Calder Ave,Sebastopol,USA,CA,Woodfour Brewing,-122.82279,38.39935
7070 Lazy River Way,Sacramento,USA,CA,Odanata Beer Co,-121.4974,38.55087
7050 Monterey St,Gilroy,USA,CA,Coast Range Brewing (Farmhouse Brewing),-121.56594,37.0011
701 Haight St,San Francisco,USA,CA,Black Sands Microbrewery,-122.43385,37.77145
700 Jackson St,Los Angeles,USA,CA,Boomtown Brewery,-118.23322,34.05076
6980 Marketplace Dr,Goleta,USA,CA,Hollister Brewing,-119.87345,34.42805
692 Arrow Grand Circle,Covina,USA,CA,Alosta Brewing,-117.879,34.1046
69 Bluxome St,San Francisco,USA,CA,Local Brewing,-122.39716,37.77649
6827 Airoso Ave,San Diego,USA,CA,Tailgate Beer,-117.05161,32.77725
680 Flinn Ave - Unit 31,Moorpark,USA,CA,Enegren Brewing,-118.87183,34.28259
6790 McKinley St #190,Sebastopol,USA,CA,Warped Brewing,-122.82224,38.40372
6760 El Camino Real,Atascadero,USA,CA,Tent City Brewing,-120.66764,35.48776
675 Emerald Bay Rd,South Lake Tahoe,USA,CA,Dixon's Restaurant & Brewery,-120.01503,38.9205
675 Clarion Court,San Luis Obispo,USA,CA,Tap It Brewing,-120.64507,35.2443
6720 Schirra Court,Bakersfield,USA,CA,Lengthwise Brewing,-119.07679,35.3166
671 South Anderson St,Los Angeles,USA,CA,Dry River Brewing,-118.22348,34.03589
67007 Highway 70,Blairsden,USA,CA,Under Cover Ale Works,-120.60855,39.77863
6680 Alhambra Avenue #228,Martinez,USA,CA,Excelsior Brewing,-122.09302,37.95829
6675 Merchandise Way #2,Diamond Springs,USA,CA,Davids Ale Works,-120.82919,38.6962
661 West Arrow Highway,San Dimas,USA,CA,Clayton Brewing,-117.81847,34.10601
661 Howard St,San Francisco,USA,CA,Thirsty Bear Brewing,-122.39959,37.78555
6550 Mira Mesa Blvd,San Diego,USA,CA,Green Flash Brewing,-117.17781,32.90729
65 Taylor St,San Francisco,USA,CA,Phantom Coast Gastropub & Brewery,-122.4109,37.78303
65 N San Pedro,San Jose,USA,CA,Tied House Cafe & Brewery,-121.89378,37.33632
649¾ Santa Clara Ave,Venice,USA,CA,Hansa Brewing,-118.46489,33.99359
6488 Red Oak Dr,Corona,USA,CA,Shire Reeve Brewing,-117.57664,33.9702
6483-D Calle Real,Goleta,USA,CA,Captain Fatty's Craft Brewery,-119.85177,34.43951
645 Fifth St,Lincoln,USA,CA,Knee Deep Brewing,-121.29204,38.89156
644 Old Mason St,San Francisco,USA,CA,Fort Point Beer Co,-122.46248,37.80299
6433 Topanga Canyon Boulevard #189,Woodland Hills,USA,CA,Fireman's Brew,-118.60626,34.18761
6424 Canoga Ave,Woodland Hills,USA,CA,BJ's Restaurant and Brewery,-118.59738,34.18748
6421 Central Ave,Suite 1,USA,CA,Packinghouse Brewing Co,-117.4388,33.95351
640 Leaf Court,Los Altos,USA,CA,Strike Brewing,-122.12661,37.39343
640 Emerson St,Palo Alto,USA,CA,Gordon Biersch Brewing,-122.1608,37.44345
6380 Del Cerro Blvd,San Diego,USA,CA,K'nB Wine Cellars and Brewery,-117.05999,32.78384
6304 Riverdale St,San Diego,USA,CA,Groundswell Brewing,-117.09975,32.78903
6300 Folsom Blvd,Sacramento,USA,CA,Hoppy Brewing Company,-121.42959,38.55518
630 K St,Sacramento,USA,CA,Ruhstaller Beer,-121.49834,38.58007
620 Treat Ave,San Francisco,USA,CA,Southern Pacific Brewing,-122.41405,37.76013
620 F St,Fresno,USA,CA,Full Circle Brewing,-119.79081,36.72672
6190 Fairmount Ave,San Diego,USA,CA,Benchmark Brewing,-117.10173,32.78723
619 North Azusa Ave,Azusa,USA,CA,Congregation Brewpub,-117.90782,34.1324
617 East Pleasant St,Santa Paula,USA,CA,Pleasant Street Brewhouse,-119.06881,34.3568
6162-E Mission Gorge Rd,San Diego,USA,CA,Prodigy Brewing,-117.09896,32.78646
61421 Navajo Trail,Joshua Tree,USA,CA,G Brewing,-116.32403,34.11212
6120 Business Center Court,San Diego,USA,CA,Mad Lab Craft Brewing,-117.00267,32.57033
611 Escobar St,Martinez,USA,CA,Creek Monkey Tap House,-122.13766,38.01766
6107 Cashio St,Los Angeles,USA,CA,Trademark Brewing,-118.37475,34.05069
610 Third St,Santa Rosa,USA,CA,Third Street Ale Works,-122.71274,38.43993
602 Broadway #101,San Diego,USA,CA,The Beer Company,-117.15895,32.7158
601 South Coast Highway,Oceanside,USA,CA,Bagby Beer,-117.37426,33.18922
600 Yosemite Boulevard,Modesto,USA,CA,Hornsby's Pubdrafts Ltd.(E&J Gallo),-120.98254,37.63798
600 Wise Road,Lincoln,USA,CA,GoatHouse Brewing,-121.26873,38.92441
600 Cypress Avenue,Hermosa Be,USA,CA,Beachfront Brewing,-118.39529,33.85849
600 Brea Mall Dr,Brea,USA,CA,BJ's Restaurant and Brewery,-117.8891,33.91383
5860 Pacific St,Rocklin,USA,CA,Dragas Brewing,-121.24211,38.78195
5801 Armada Dr,Carlsbad,USA,CA,Karl Strauss Brewery & Rest,-117.31346,33.12407
58 16th St,Cayucos,USA,CA,Cayucos Brewing Company,-120.89134,35.43921
5777 Olivas Park Dr,Ventura,USA,CA,Poseidon Brewing,-119.21009,34.24414
5755 Summit Dr,Rocklin,USA,CA,Mad Canyon Brewing,-121.25851,38.80092
5720 South Cabrillo Highway,Pescadero,USA,CA,Highway 1 Brewing,-122.35994,37.16526
571 Carlsbad Village Dr,Carlsbad,USA,CA,Pizza Port Brewing Company,-117.34791,33.16003
5701 Dunsmuir Ave,Dunsmuir,USA,CA,Dunsmuir Brewery Works,-122.2718,41.21196
5674 El Camino Real,Carlsbad,USA,CA,On-The-Tracks Brewery,-117.27362,33.13873
5660 Vineyard Lane,Placerville,USA,CA,Gold Hill Brewery,-120.89197,38.78374
5640 Kearney Mesa Road - Suite C/N,San Diego,USA,CA,Helm's Brewing,-117.13651,32.83802
563 Second St,San Francisco,USA,CA,21st Amendment Brewery Cafe,-122.39269,37.78233
5621 Palmer Way - Suite C,Carlsbad,USA,CA,Fezziwig's Brewing,-117.27489,33.14158
560 West 18th St,Merced,USA,CA,Rascal Creek Brewery,-120.48367,37.30275
560 East Commercial St,Pomona,USA,CA,Sanctum Brewing Co,-117.74023,34.05964
5595 Magnatron Blvd,San Diego,USA,CA,Magnetic Brewing,-117.14052,32.83787
5542 Brisa St Suite F,Livermore,USA,CA,Working Man's Brewing Co,-121.72519,37.69753
550 South G St,Arcata,USA,CA,Redwood Curtain Brewing,-124.08821,40.85505
550 Chaparral Court,Altadena,USA,CA,Dr. Jekyll's,-118.1545,34.20618
545 Downtown Plaza #1115,Sacramento,USA,CA,River City Brewing,-121.49997,38.5808
5410 West San Fernanado Rd,Los Angeles,USA,CA,Golden Road Brewing,-118.34994,34.20673
5401 Linda Vista Rd #406,San Diego,USA,CA,Ballast Point Brewing,-117.19523,32.76738
5400 Lagoon Court,Rocklin,USA,CA,B Squared Brewing,-121.21713,38.7866
5375 Kearny Villa Road # 116,San Diego,USA,CA,Quantum Brewing,-117.13867,32.83058
5358 Basel Dr,Wrightwood,USA,CA,Dynamic Brewing,-117.60845,34.34785
530-C Crane St,Lake Elsinore,USA,CA,Craft Brewing,-117.33987,33.68682
530 Main St,Napa,USA,CA,Silo's,-122.28266,38.29622
530 Alameda del Prado,Novato,USA,CA,Lucky Hand Brewing,-122.54008,38.06527
527-B North Rice Ave,Oxnard,USA,CA,Hollywood Beach Brewing,-119.1423,34.20652
519 Seabright Ave #107,Santa Cruz,USA,CA,Seabright Brewery,-122.00835,36.9676
5125 York Blvd,Los Angeles,USA,CA,Highland Park Brewery,-118.20379,34.12117
508 Center St,Taft,USA,CA,Black Gold Brewing Co,-119.45938,35.14109
5065 Carpinteria Ave,Carpinte,USA,CA,Rincon Brewery,-119.51799,34.3983
505 South Flower St #B-410,Los Angeles,USA,CA,Weiland Brewery Underground,-118.25615,34.05152
5049 Sixth St,Carpinte,USA,CA,Island Brewing Company,-119.52102,34.39591
5024 Highway 140,Mariposa,USA,CA,Chappell Brewery,-119.96468,37.48482
5020 Ellinghouse Dr,Cool,USA,CA,Cool Beerworks,-121.01425,38.88628
5010 Mission Center Rd,San Diego,USA,CA,Gordon Biersch Brewing,-117.15343,32.76702
501 State St,Santa Barbara,USA,CA,Santa Barbara Brewing,-119.69551,34.41686
501 Derek Place,Roseville,USA,CA,Roseville Brewing,-121.29981,38.76668
5004 Fairgrounds Rd,Mariposa,USA,CA,Mariposa Brewing Company,-119.9491,37.46293
5004 Fairgrounds Rd,Mariposa,USA,CA,Prospectors Brewing,-119.94817,37.46309
500 Redwood Boulevard - Suite 200,Novato,USA,CA,World Brews,-122.54288,38.07409
500 Cypress St Suite S2,Pismo Beach,USA,CA,Pismo Brewing,-120.64088,35.13904
50 East Washington St,Petaluma,USA,CA,Dempsey's Restaurant & Brewery,-122.63892,38.2364
4996-A Seventh St,Mariposa,USA,CA,Prospectors Brewing,-119.96601,37.48565
49 Larkspur St,San Rafael,USA,CA,San Rafael Crafted Ales,-122.50371,37.96326
475 North Lake Blvd,Tahoe City,USA,CA,Tahoe Mountain Brewing Co,-120.14183,39.17051
475 North Lake Blvd,Truckee,USA,CA,Tahoe Mountain Brewing Company Brew Pub,-120.14208,39.17086
472 East Main St,Ventura,USA,CA,Anacapa Brewing,-119.2936,34.28072
461 West Esplanade Dr,Oxnard,USA,CA,BJ's Restaurant and Brewery,-119.18022,34.23702
4561 Market St -Suite A,Ventura,USA,CA,Ventura's Surf Brewery,-119.23112,34.25777
4542 30th St,San Diego,USA,CA,Fall Brewing Co,-117.13055,32.76002
45 Industrial Way,Buellton,USA,CA,Figueroa Mountain Brewing Co,-120.2023,34.61066
4494 30th St,San Diego,USA,CA,Poor House Brewing,-117.13025,32.75919
4480 Yankee Hill Rd #100,Rocklin,USA,CA,Out of Bounds Brewing,-121.22948,38.79901
448 Hester St,San Leandro,USA,CA,Cleophus Quealy Beer Co,-122.19105,37.72195
4475 23rd St,San Francisco,USA,CA,Barebottle Brew Co,-122.44205,37.75217
444 North Main St,Fort Bragg,USA,CA,North Coast Brewing,-123.80588,39.44607
444 Harrison St,Oakland,USA,CA,Independent Brewing Co,-122.27125,37.79643
44356 South Grimmer Blvd,Fremont,USA,CA,JP DasBrew  Inc,-121.95559,37.50293
4400 MacArthur Boulevard #410,Newport Beach,USA,CA,Wanker Beer Inc.,-117.86414,33.66741
4384 Harness Tract Road,Camino,USA,CA,El Dorado Brewing,-120.67198,38.74879
438 Calle San Pablo,Uni,USA,CA,Institution Ale Co,-119.03813,34.20835
43040 Rancho Way #200,Temecula,USA,CA,Refuge Brewery,-117.15854,33.50454
43 Loyola Terrace,San Francisco,USA,CA,Crazy Mountain Brewing,-122.44912,37.7763
42705 Eighth St West,Lancaster,USA,CA,Brävery Brewing,-118.14562,34.66031
426 Alvarado St,Monterey,USA,CA,Alvarado Street Brewery,-121.89492,36.59931
4250 Lone Tree Way,Antioch,USA,CA,Schooner's Grille & Brewery,-121.78529,37.96776
425 South Melrose Dr,Vista,USA,CA,Oggi's Pizza and Brewing,-117.25386,33.1893
425 Park Ave,San Fernando,USA,CA,San Fernando Brewing Co,-118.43207,34.28337
4244 Atlantic Ave,Long Beach,USA,CA,Dutch's Brew House,-118.18493,33.83358
4240 Hollis St,Emeryville,USA,CA,Gordon Biersch Brewing,-122.28574,37.83157
